# ValueCount deltaRoads
10 0 0 0 0 0 0 0 0 0 0 
121 1 6 1 6 1 0 1 0 1 0 
123 2 2 2 6 2 0 2 2 2 0 
138 3 6 3 6 3 0 3 6 3 0 
151 4 4 4 4 4 0 4 6 4 0 
166 5 2 5 0 5 0 5 4 5 0 
183 6 0 6 0 6 0 6 0 6 0 
4501 7 2 7 2 7 0 7 0 7 0 
4516 8 8 8 8 8 0 8 0 8 0 
4531 9 6 9 6 9 0 9 0 9 0 
4546 10 18 10 18 10 0 10 0 10 0 
4561 11 28 11 28 11 0 11 0 11 0 
4576 12 8 12 8 12 0 12 0 12 0 
4591 13 6 13 6 13 0 13 0 13 0 
4606 14 7 14 8 14 0 14 6 14 0 
4608 15 8 15 8 15 0 15 8 15 0 
4623 16 6 16 8 16 0 16 6 16 0 
4638 17 8 17 8 17 0 17 8 17 0 
4651 18 41 18 41 18 0 18 8 18 0 
4653 19 18 19 41 19 0 19 18 19 0 
4666 20 7 20 7 20 0 20 18 20 0 
4668 21 8 21 7 21 0 21 8 21 0 
4683 22 7 22 8 22 0 22 6 22 0 
4698 23 18 23 8 23 0 23 18 23 0 
4711 24 16 24 16 24 0 24 18 24 0 
4726 25 8 25 8 25 0 25 18 25 0 
4743 26 6 26 8 26 0 26 6 26 0 
4756 27 18 27 18 27 0 27 6 27 0 
4758 28 42 28 18 28 0 28 42 28 0 
4771 29 6 29 6 29 0 29 42 29 0 
4773 30 8 30 6 30 0 30 8 30 0 
4801 31 4 31 4 31 0 31 8 31 0 
4803 32 6 32 4 32 0 32 6 32 0 
4816 33 0 33 0 33 0 33 6 33 0 
4818 34 8 34 0 34 0 34 8 34 0 
4833 35 18 35 0 35 0 35 18 35 0 
4848 36 8 36 0 36 0 36 8 36 0 
4863 37 6 37 0 37 0 37 6 37 0 
4878 38 8 38 0 38 0 38 8 38 0 
4893 39 2 39 0 39 0 39 2 39 0 
4908 40 0 40 0 40 0 40 0 40 0 
5824 41 4 41 0 41 0 41 0 41 4 
5854 42 17 42 0 42 0 42 0 42 17 
5869 43 1 43 0 43 0 43 0 43 1 
5884 44 0 44 0 44 0 44 0 44 0 
7849 45 6 45 0 45 0 45 0 45 6 
7864 46 8 46 0 46 0 46 0 46 8 
7879 47 6 47 0 47 0 47 0 47 6 
7894 48 8 48 0 48 0 48 0 48 8 
7939 49 25 49 0 49 0 49 0 49 25 
7954 50 7 50 0 50 0 50 0 50 7 
7969 51 39 51 0 51 0 51 0 51 39 
7984 52 50 52 0 52 0 52 0 52 50 
7999 53 35 53 0 53 0 53 0 53 35 
8014 54 8 54 0 54 0 54 0 54 8 
8044 55 9 55 0 55 0 55 0 55 9 
8059 56 5 56 0 56 0 56 0 56 5 
8074 57 0 57 0 57 0 57 0 57 0 
9676 58 7 58 7 58 0 58 0 58 0 
9691 59 5 59 5 59 0 59 0 59 0 
9706 60 14 60 14 60 0 60 0 60 0 
9721 61 0 61 0 61 0 61 0 61 0 
9753 62 2 62 0 62 0 62 2 62 0 
9768 63 6 63 0 63 0 63 6 63 0 
9798 64 2 64 0 64 0 64 2 64 0 
9813 65 0 65 0 65 0 65 0 65 0 
10366 66 6 66 6 66 0 66 0 66 0 
10369 67 1 67 6 67 0 67 0 67 1 
10399 68 0 68 6 68 0 68 0 68 0 
14433 69 4 69 0 69 0 69 8 69 0 
14463 70 6 70 0 70 0 70 6 70 0 
14478 71 8 71 0 71 0 71 8 71 0 
14493 72 18 72 0 72 0 72 18 72 0 
14508 73 8 73 0 73 0 73 8 73 0 
14523 74 6 74 0 74 0 74 6 74 0 
14538 75 8 75 0 75 0 75 8 75 0 
14553 76 18 76 0 76 0 76 18 76 0 
14568 77 8 77 0 77 0 77 8 77 0 
14583 78 6 78 0 78 0 78 6 78 0 
14598 79 8 79 0 79 0 79 8 79 0 
14643 80 6 80 0 80 0 80 6 80 0 
14658 81 8 81 0 81 0 81 8 81 0 
14703 82 6 82 0 82 0 82 6 82 0 
14718 83 8 83 0 83 0 83 8 83 0 
14763 84 6 84 0 84 0 84 6 84 0 
14778 85 8 85 0 85 0 85 8 85 0 
14808 86 35 86 0 86 0 86 35 86 0 
14823 87 5 87 0 87 0 87 5 87 0 
14838 88 8 88 0 88 0 88 8 88 0 
14868 89 4 89 0 89 0 89 4 89 0 
14883 90 0 90 0 90 0 90 0 90 0 
15286 91 7 91 7 91 0 91 0 91 0 
15301 92 5 92 5 92 0 92 0 92 0 
15316 93 4 93 4 93 0 93 0 93 0 
15331 94 0 94 0 94 0 94 0 94 0 
16681 95 16 95 16 95 0 95 0 95 0 
16696 96 8 96 8 96 0 96 0 96 0 
16711 97 4 97 4 97 0 97 0 97 0 
16726 98 8 98 8 98 0 98 0 98 0 
16771 99 6 99 6 99 0 99 0 99 0 
16786 100 28 100 28 100 0 100 0 100 0 
16801 101 9 101 9 101 0 101 0 101 0 
16816 102 7 102 7 102 0 102 0 102 0 
16831 103 2 103 2 103 0 103 0 103 0 
16846 104 0 104 0 104 0 104 0 104 0 
