# ValueCount deltaRoads
10 0 0 0 0 0 0 0 0 0 0 
121 1 6 1 6 1 0 1 0 1 0 
123 2 2 2 6 2 0 2 2 2 0 
138 3 6 3 6 3 0 3 6 3 0 
151 4 4 4 4 4 0 4 6 4 0 
166 5 2 5 0 5 0 5 4 5 0 
183 6 0 6 0 6 0 6 0 6 0 
4501 7 2 7 2 7 0 7 0 7 0 
4516 8 8 8 8 8 0 8 0 8 0 
4531 9 6 9 6 9 0 9 0 9 0 
4546 10 10 10 10 10 0 10 0 10 0 
4561 11 12 11 12 11 0 11 0 11 0 
4576 12 8 12 8 12 0 12 0 12 0 
4591 13 6 13 6 13 0 13 0 13 0 
4606 14 7 14 8 14 0 14 6 14 0 
4608 15 8 15 8 15 0 15 8 15 0 
4623 16 6 16 8 16 0 16 6 16 0 
4638 17 8 17 8 17 0 17 8 17 0 
4651 18 41 18 41 18 0 18 8 18 0 
4653 19 10 19 41 19 0 19 10 19 0 
4666 20 7 20 7 20 0 20 10 20 0 
4668 21 8 21 7 21 0 21 8 21 0 
4683 22 7 22 8 22 0 22 6 22 0 
4698 23 10 23 8 23 0 23 10 23 0 
4728 24 8 24 8 24 0 24 8 24 0 
4743 25 6 25 8 25 0 25 6 25 0 
4756 26 10 26 10 26 0 26 6 26 0 
4758 27 42 27 10 27 0 27 42 27 0 
4771 28 6 28 6 28 0 28 42 28 0 
4773 29 8 29 6 29 0 29 8 29 0 
4801 30 4 30 4 30 0 30 8 30 0 
4803 31 6 31 4 31 0 31 6 31 0 
4816 32 0 32 0 32 0 32 6 32 0 
4818 33 8 33 0 33 0 33 8 33 0 
4833 34 10 34 0 34 0 34 10 34 0 
4848 35 8 35 0 35 0 35 8 35 0 
4863 36 6 36 0 36 0 36 6 36 0 
4878 37 8 37 0 37 0 37 8 37 0 
4893 38 2 38 0 38 0 38 2 38 0 
4908 39 0 39 0 39 0 39 0 39 0 
5824 40 4 40 0 40 0 40 0 40 4 
5854 41 9 41 0 41 0 41 0 41 9 
5869 42 1 42 0 42 0 42 0 42 1 
5884 43 0 43 0 43 0 43 0 43 0 
7849 44 6 44 0 44 0 44 0 44 6 
7864 45 8 45 0 45 0 45 0 45 8 
7879 46 6 46 0 46 0 46 0 46 6 
7894 47 8 47 0 47 0 47 0 47 8 
7939 48 25 48 0 48 0 48 0 48 25 
7954 49 7 49 0 49 0 49 0 49 7 
7969 50 39 50 0 50 0 50 0 50 39 
7984 51 50 51 0 51 0 51 0 51 50 
7999 52 35 52 0 52 0 52 0 52 35 
8014 53 8 53 0 53 0 53 0 53 8 
8044 54 9 54 0 54 0 54 0 54 9 
8059 55 5 55 0 55 0 55 0 55 5 
8074 56 0 56 0 56 0 56 0 56 0 
9676 57 7 57 7 57 0 57 0 57 0 
9691 58 5 58 5 58 0 58 0 58 0 
9706 59 6 59 6 59 0 59 0 59 0 
9721 60 0 60 0 60 0 60 0 60 0 
9753 61 2 61 0 61 0 61 2 61 0 
9768 62 6 62 0 62 0 62 6 62 0 
9798 63 2 63 0 63 0 63 2 63 0 
9813 64 0 64 0 64 0 64 0 64 0 
10366 65 6 65 6 65 0 65 0 65 0 
10369 66 1 66 6 66 0 66 0 66 1 
10399 67 0 67 6 67 0 67 0 67 0 
14433 68 4 68 0 68 0 68 8 68 0 
14463 69 6 69 0 69 0 69 6 69 0 
14478 70 8 70 0 70 0 70 8 70 0 
14493 71 10 71 0 71 0 71 10 71 0 
14508 72 8 72 0 72 0 72 8 72 0 
14523 73 6 73 0 73 0 73 6 73 0 
14538 74 8 74 0 74 0 74 8 74 0 
14553 75 10 75 0 75 0 75 10 75 0 
14568 76 8 76 0 76 0 76 8 76 0 
14583 77 6 77 0 77 0 77 6 77 0 
14598 78 8 78 0 78 0 78 8 78 0 
14643 79 6 79 0 79 0 79 6 79 0 
14658 80 8 80 0 80 0 80 8 80 0 
14703 81 6 81 0 81 0 81 6 81 0 
14718 82 8 82 0 82 0 82 8 82 0 
14763 83 6 83 0 83 0 83 6 83 0 
14778 84 8 84 0 84 0 84 8 84 0 
14808 85 35 85 0 85 0 85 35 85 0 
14823 86 5 86 0 86 0 86 5 86 0 
14838 87 8 87 0 87 0 87 8 87 0 
14868 88 4 88 0 88 0 88 4 88 0 
14883 89 0 89 0 89 0 89 0 89 0 
15286 90 7 90 7 90 0 90 0 90 0 
15301 91 5 91 5 91 0 91 0 91 0 
15316 92 4 92 4 92 0 92 0 92 0 
15331 93 0 93 0 93 0 93 0 93 0 
16681 94 8 94 8 94 0 94 0 94 0 
16711 95 4 95 4 95 0 95 0 95 0 
16726 96 8 96 8 96 0 96 0 96 0 
16771 97 6 97 6 97 0 97 0 97 0 
16786 98 12 98 12 98 0 98 0 98 0 
16801 99 9 99 9 99 0 99 0 99 0 
16816 100 7 100 7 100 0 100 0 100 0 
16831 101 2 101 2 101 0 101 0 101 0 
16846 102 0 102 0 102 0 102 0 102 0 
